"title","year","genres","rating"
"Replicas","2018","drama,thriller","5.5 base on 27,707 votes"
"Synchronicity","IV (2015)","drama,mystery,romance","5.5 base on 10,013 votes"
"The Girlfriend Experience","2009","drama","5.5 base on 15,588 votes"
"The Day the Earth Stood Still","2008","drama,thriller","5.5 base on 160,462 votes"
"Lady in the Water","2006","drama,fantasy,mystery,thriller","5.5 base on 93,217 votes"
"Blood and Chocolate","2007","drama,fantasy,horror,romance","5.5 base on 16,969 votes"
"White Noise","I (2005)","drama,horror,mystery,thriller","5.5 base on 46,446 votes"
"Dreamcatcher","2003","drama,horror,thriller","5.5 base on 87,196 votes"
"Killing Me Softly","2002","drama,mystery,romance,thriller","5.5 base on 16,763 votes"
"In Dreams","1999","drama,fantasy,thriller","5.5 base on 12,094 votes"
"Diabolique","1996","drama,horror,mystery,thriller","5.5 base on 13,050 votes"
"In the Tall Grass","2019","drama,horror,mystery,thriller","5.4 base on 40,123 votes"
"All I See Is You","2016","drama,mystery,romance","5.4 base on 10,052 votes"
"After","2019","drama,romance","5.4 base on 27,927 votes"
"The Monster","2016","drama,fantasy,horror","5.4 base on 14,945 votes"
"Jessabelle","2014","drama,horror,mystery,thriller","5.4 base on 21,812 votes"
"The Innkeepers","2011","drama,horror,mystery","5.4 base on 32,294 votes"
"Fallen","II (2016)","drama,fantasy,romance,thriller","5.4 base on 12,929 votes"
"Stone","2010","drama,thriller","5.4 base on 39,763 votes"
"The Final","I (2010)","drama,horror,thriller","5.4 base on 10,230 votes"
"Serena","I (2014)","drama,history,romance","5.4 base on 26,059 votes"
"The Other Man","2008","drama,mystery,thriller","5.4 base on 11,015 votes"
"The Broken","2008","drama,horror,thriller","5.4 base on 10,199 votes"
"Stomp the Yard","2007","drama,music,romance","5.4 base on 21,482 votes"
"The Dark","2005","drama,horror,mystery,thriller","5.4 base on 10,278 votes"
"The Eye","2008","drama,horror,mystery,thriller","5.4 base on 50,561 votes"
"Honey","2003","drama,music,romance","5.4 base on 42,523 votes"
"The Astronaut's Wife","1999","drama,thriller","5.4 base on 51,891 votes"
"Poison Ivy","1992","drama,thriller","5.4 base on 16,768 votes"
"Caligola","1979","drama,history","5.4 base on 32,688 votes"
"The Silence","II (2019)","drama,horror,thriller","5.3 base on 33,345 votes"
"Serenity","2019","drama,mystery,thriller","5.3 base on 31,945 votes"
"The Bad Batch","2016","drama,horror,romance","5.3 base on 24,567 votes"
"The Circle","I (2017)","drama,thriller","5.3 base on 79,854 votes"
"By the Sea","2015","drama,romance","5.3 base on 17,820 votes"
"Contracted","2013","drama,horror,thriller","5.3 base on 13,917 votes"
"Passion","2012","drama,mystery,thriller","5.3 base on 20,968 votes"
"Sleeping Beauty","2011","drama,romance,thriller","5.3 base on 30,359 votes"
"The Haunting in Connecticut 2: Ghosts of Georgia","2013","drama,horror,mystery,thriller","5.3 base on 15,821 votes"
"The Resident","2011","drama,horror,mystery,thriller","5.3 base on 25,739 votes"
"Lie with Me","2005","drama,romance","5.3 base on 14,072 votes"
"Queen of the Damned","2002","drama,fantasy,horror","5.3 base on 51,366 votes"
"Random Hearts","1999","drama,mystery,romance","5.3 base on 19,446 votes"
"The Scarlet Letter","1995","drama,romance","5.3 base on 14,094 votes"
"Rocky V","1990","drama,sport","5.3 base on 123,092 votes"
"Pay the Ghost","2015","drama,horror,mystery,thriller","5.2 base on 15,186 votes"
"Flatliners","2017","drama,horror,mystery,thriller","5.2 base on 39,339 votes"
"Silent House","2011","drama,horror,mystery,thriller","5.2 base on 21,400 votes"
"And Soon the Darkness","2010","drama,horror,mystery,thriller","5.2 base on 16,042 votes"
"Twilight","I (2008)","drama,fantasy,romance","5.2 base on 411,841 votes"
"Dangerous Lies","2020","drama,mystery,thriller","5.2 base on 10,366 votes"
"Dominion: Prequel to the Exorcist","2005","drama,horror,thriller","5.2 base on 10,187 votes"
"Don't Knock Twice","2016","drama,fantasy,horror,mystery,thriller","5.1 base on 11,979 votes"
"Unforgettable","II (2017)","drama,thriller","5.1 base on 13,101 votes"
"Return to Sender","I (2015)","drama,thriller","5.1 base on 11,552 votes"
"Down a Dark Hall","2018","drama,fantasy,horror,mystery,thriller","5.1 base on 10,223 votes"
"Air","I (2015)","drama,thriller","5.1 base on 11,496 votes"
"An American Haunting","2005","drama,history,horror,mystery,thriller","5.1 base on 24,304 votes"
"Swimfan","2002","drama,thriller","5.1 base on 18,623 votes"
"Eye of the Beholder","1999","drama,mystery,thriller","5.1 base on 14,295 votes"
"The Fly II","1989","drama,horror","5.1 base on 20,727 votes"
"Wish Upon","2017","drama,fantasy,horror,mystery,thriller","5 base on 17,123 votes"
"Temptation: Confessions of a Marriage Counselor","2013","drama,thriller","5 base on 11,283 votes"
"Obsessed","2009","drama,romance,thriller","5 base on 28,543 votes"
"The Happening","2008","drama,mystery,thriller","5 base on 191,966 votes"
"Cold Creek Manor","2003","drama,mystery,thriller","5 base on 20,614 votes"
"The Brown Bunny","2003","drama","5 base on 13,446 votes"
"Sliver","1993","drama,thriller","5 base on 28,107 votes"
"Knock Knock","I (2015)","drama,thriller","4.9 base on 75,224 votes"
"Fahrenheit 451","2018","drama,thriller","4.9 base on 16,424 votes"
"Showgirls","1995","drama","4.9 base on 59,942 votes"
"The Titan","2018","drama,mystery,romance,thriller","4.8 base on 26,447 votes"
"Shut In","I (2016)","drama,horror,mystery,thriller","4.8 base on 12,124 votes"
"The Woman in Black 2: Angel of Death","2014","drama,horror,thriller","4.8 base on 25,875 votes"
"The Roommate","I (2011)","drama,mystery,thriller","4.8 base on 35,555 votes"
"The Unborn","2009","drama,horror,mystery,thriller","4.8 base on 48,605 votes"
"9 Songs","2004","drama,music,romance","4.8 base on 21,043 votes"
"Lost Souls","2000","drama,horror,thriller","4.8 base on 10,278 votes"
"Boxing Helena","1993","drama,mystery,romance,thriller","4.8 base on 11,153 votes"
"God's Not Dead","2014","drama","4.7 base on 39,486 votes"
"Staying Alive","1983","drama,music,romance","4.7 base on 14,071 votes"
"Fifty Shades Darker","2017","drama,romance","4.6 base on 87,961 votes"
"Wild Orchid","1989","drama,romance","4.6 base on 11,017 votes"
"Fifty Shades Freed","2018","drama,romance,thriller","4.5 base on 51,570 votes"
"In the Land of Blood and Honey","2011","drama,romance,war","4.5 base on 33,144 votes"
"Rings","2017","drama,horror,mystery,romance","4.5 base on 36,485 votes"
"The Butterfly Effect 2","2006","drama,thriller","4.5 base on 33,816 votes"
"Body of Evidence","1992","drama,thriller","4.5 base on 13,668 votes"
"Secret Obsession","2019","drama,mystery,thriller","4.3 base on 16,331 votes"
"God's Not Dead 2","2016","drama","4.3 base on 11,059 votes"
"Basic Instinct 2","2006","drama,mystery,thriller","4.3 base on 36,550 votes"
"The Bye Bye Man","2017","drama,fantasy,horror,mystery,thriller","4.2 base on 20,410 votes"
"Boogeyman","2005","drama,horror,mystery,thriller","4.2 base on 29,199 votes"
"Fifty Shades of Grey","2015","drama,romance,thriller","4.1 base on 290,658 votes"
"Wounds","2019","drama,horror,mystery,thriller","4 base on 13,574 votes"
"Tubelight","2017","drama,war","4 base on 13,440 votes"
"You Got Served","2004","drama,music","3.9 base on 25,591 votes"
"The Canyons","2013","drama,thriller","3.8 base on 10,253 votes"
"The Room","2003","drama","3.7 base on 78,693 votes"
"Kalank","2019","drama,romance","3.6 base on 10,460 votes"
"Student of the Year 2","2019","drama,romance,sport","2.3 base on 13,703 votes"
"Glitter","2001","drama,music,romance","2.2 base on 21,183 votes"
"E.T. the Extra-Terrestrial","1982","family","7.8 base on 357,654 votes"
"Willy Wonka & the Chocolate Factory","1971","family,fantasy,musical","7.8 base on 171,427 votes"
"Beauty and the Beast","I (2017)","family,fantasy,musical,romance","7.1 base on 259,895 votes"
"Miracle on 34th Street","1994","family,fantasy","6.5 base on 30,435 votes"
"D.A.R.Y.L.","1985","family","6.3 base on 11,787 votes"
"Raise Your Voice","2004","family,music,musical,romance","5.9 base on 26,336 votes"
"Das Cabinet des Dr. Caligari","1920","fantasy,horror,mystery,thriller","8.1 base on 54,596 votes"
"Nosferatu","1922","fantasy,horror","7.9 base on 85,540 votes"
"Häxan","1922","fantasy,history,horror","7.7 base on 11,503 votes"
"Vampyr","1932","fantasy,horror","7.6 base on 14,944 votes"
"La cité des enfants perdus","1995","fantasy","7.5 base on 63,475 votes"
"Night of the Demon","1957","fantasy,horror,mystery,thriller","7.5 base on 11,474 votes"
"Dracula","1931","fantasy,horror","7.5 base on 44,341 votes"
"Sleepy Hollow","1999","fantasy,horror,mystery","7.3 base on 319,502 votes"
"Cat People","1942","fantasy,horror,thriller","7.3 base on 18,912 votes"
"The Mummy","1932","fantasy,horror","7.1 base on 22,358 votes"
"In Your Eyes","2014","fantasy,romance","7 base on 29,709 votes"
"Triangle","2009","fantasy,mystery,thriller","6.9 base on 97,651 votes"
"Vanilla Sky","2001","fantasy,mystery,romance,thriller","6.9 base on 242,223 votes"
"Suspiria","I (2018)","fantasy,horror,mystery,thriller","6.8 base on 54,437 votes"
"1408","2007","fantasy,horror,mystery","6.8 base on 250,208 votes"
"Pontypool","2008","fantasy,horror,thriller","6.6 base on 28,199 votes"
"A Nightmare on Elm Street 3: Dream Warriors","1987","fantasy,horror","6.6 base on 67,676 votes"
"Evil Dead","2013","fantasy,horror,thriller","6.5 base on 152,630 votes"
"The Serpent and the Rainbow","1988","fantasy,horror","6.5 base on 21,310 votes"
"Wes Craven's New Nightmare","1994","fantasy,horror,mystery,thriller","6.4 base on 49,169 votes"
"Dagon","2001","fantasy,horror,mystery","6.2 base on 16,258 votes"
"Pumpkinhead","1988","fantasy,horror","6.2 base on 19,248 votes"
"Cat People","1982","fantasy,horror,thriller","6.2 base on 18,593 votes"
"The Gate","1987","fantasy,horror","6.1 base on 14,491 votes"
"Creepshow 2","1987","fantasy,horror","6.1 base on 21,521 votes"
"Look Away","2018","fantasy,horror,thriller","6 base on 12,981 votes"
"Saw VI","2009","fantasy,horror,mystery","6 base on 98,587 votes"
"Southbound","2015","fantasy,horror,thriller","5.9 base on 15,801 votes"
"Haunter","2013","fantasy,horror,mystery,thriller","5.9 base on 16,204 votes"
"Paradise Hills","2019","fantasy,thriller","5.8 base on 12,141 votes"
"The Ruins","2008","fantasy,horror,thriller","5.8 base on 68,391 votes"
"Final Destination 3","2006","fantasy,horror,thriller","5.8 base on 127,047 votes"
"Wishmaster","1997","fantasy,horror","5.8 base on 19,008 votes"
"Thinner","1996","fantasy,horror","5.8 base on 27,042 votes"
"The Hole","2009","fantasy,thriller","5.7 base on 22,017 votes"
"Saw 3D","2010","fantasy,horror,mystery","5.6 base on 87,785 votes"
"Don't Be Afraid of the Dark","2010","fantasy,horror,thriller","5.6 base on 45,969 votes"
"Diary of the Dead","2007","fantasy,horror,thriller","5.6 base on 45,223 votes"
"Red Riding Hood","2011","fantasy,horror,mystery,romance,thriller","5.5 base on 105,732 votes"
"Intruders","I (2011)","fantasy,horror,thriller","5.4 base on 19,828 votes"
"Gretel & Hansel","2020","fantasy,horror,mystery,thriller","5.3 base on 14,524 votes"
"The Final Destination","2009","fantasy,horror,thriller","5.2 base on 94,103 votes"
"A Nightmare on Elm Street: The Dream Child","1989","fantasy,horror","5.2 base on 39,191 votes"
"Xanadu","1980","fantasy,musical,romance","5.2 base on 11,558 votes"
"Stay Alive","2006","fantasy,horror,mystery,thriller","5.1 base on 29,521 votes"
"Silent Hill: Revelation","2012","fantasy,horror","5 base on 59,020 votes"
"Darkness Falls","2003","fantasy,horror,mystery,thriller","5 base on 29,644 votes"
"The Haunting","1999","fantasy,horror,mystery,thriller","5 base on 69,514 votes"
"Pet Sematary II","1992","fantasy,horror","4.9 base on 18,683 votes"
"Freddy's Dead: The Final Nightmare","1991","fantasy,horror","4.9 base on 39,888 votes"
"Jason Goes to Hell: The Final Friday","1993","fantasy,horror,thriller","4.3 base on 26,950 votes"
"Psycho","1960","horror,mystery,thriller","8.5 base on 576,898 votes"
"Alien","1979","horror","8.4 base on 758,369 votes"
"The Thing","1982","horror,mystery","8.1 base on 354,736 votes"
"The Exorcist","1973","horror","8 base on 350,750 votes"
"Dawn of the Dead","1978","horror,thriller","7.9 base on 108,144 votes"
"Night of the Living Dead","1968","horror","7.9 base on 111,716 votes"
"Halloween","1978","horror,thriller","7.8 base on 219,767 votes"
"The Innocents","1961","horror","7.8 base on 25,494 votes"
"Get Out","I (2017)","horror,mystery,thriller","7.7 base on 461,223 votes"
"The Invisible Man","1933","horror","7.7 base on 28,744 votes"
"Saw","2004","horror,mystery","7.6 base on 368,426 votes"
"The Others","2001","horror,mystery,thriller","7.6 base on 327,406 votes"
"Profondo rosso","1975","horror,mystery,thriller","7.6 base on 30,165 votes"
"The Incredible Shrinking Man","1957","horror","7.6 base on 15,341 votes"
"Dr. Jekyll and Mr. Hyde","1931","horror","7.6 base on 12,085 votes"
"The Phantom of the Opera","1925","horror","7.6 base on 16,031 votes"
"Gok-seong","2016","horror,mystery,thriller","7.5 base on 44,442 votes"
"The Conjuring","2013","horror,mystery,thriller","7.5 base on 425,064 votes"
"A Nightmare on Elm Street","1984","horror","7.5 base on 197,650 votes"
"The Evil Dead","1981","horror","7.5 base on 180,115 votes"
"The Omen","1976","horror","7.5 base on 103,547 votes"
"The Texas Chain Saw Massacre","1974","horror","7.5 base on 130,299 votes"
"The Wicker Man","1973","horror,mystery,thriller","7.5 base on 65,833 votes"
"The Haunting","1963","horror","7.5 base on 33,241 votes"
"Tesis","1996","horror,mystery,thriller","7.4 base on 34,484 votes"
"Dracula","1992","horror","7.4 base on 184,740 votes"
"Invasion of the Body Snatchers","1978","horror","7.4 base on 50,024 votes"
"Suspiria","1977","horror","7.4 base on 75,403 votes"
"Eraserhead","1977","horror","7.4 base on 97,501 votes"
"Carrie","1976","horror","7.4 base on 161,870 votes"
"Split","IX (2016)","horror,thriller","7.3 base on 402,092 votes"
"The Conjuring 2","2016","horror,mystery,thriller","7.3 base on 214,441 votes"
"It","I (2017)","horror","7.3 base on 434,798 votes"
"Angel Heart","1987","horror,mystery,thriller","7.3 base on 77,422 votes"
"Poltergeist","1982","horror,thriller","7.3 base on 136,602 votes"
"Village of the Damned","1960","horror","7.3 base on 14,330 votes"
"Dracula","1958","horror","7.3 base on 19,957 votes"
"The Wolf Man","1941","horror","7.3 base on 22,665 votes"
"Los cronocrímenes","2007","horror,mystery,thriller","7.2 base on 55,609 votes"
"Ringu","1998","horror,mystery","7.2 base on 61,489 votes"
"Scream","1996","horror,mystery","7.2 base on 275,605 votes"
"Nattevagten","1994","horror,thriller","7.2 base on 14,725 votes"
"Day of the Dead","1985","horror,thriller","7.2 base on 61,159 votes"
"Videodrome","1983","horror,thriller","7.2 base on 80,102 votes"
"The Changeling","1980","horror","7.2 base on 28,607 votes"
"Black Christmas","1974","horror,mystery,thriller","7.2 base on 31,039 votes"
"L'uccello dalle piume di cristallo","1970","horror,mystery,thriller","7.2 base on 17,100 votes"
"La maschera del demonio","1960","horror","7.2 base on 12,979 votes"
"Them!","1954","horror","7.2 base on 19,021 votes"
"The Invisible Man","2020","horror,mystery,thriller","7.1 base on 102,221 votes"
"Martyrs","2008","horror","7.1 base on 79,604 votes"
"The Mist","2007","horror","7.1 base on 273,264 votes"
"Shutter","II (2004)","horror,mystery,thriller","7.1 base on 39,490 votes"
"The Ring","2002","horror,mystery","7.1 base on 312,078 votes"
"Pitch Black","2000","horror","7.1 base on 220,866 votes"
"Fright Night","1985","horror,thriller","7.1 base on 57,392 votes"
"Tenebre","1982","horror,mystery,thriller","7.1 base on 19,467 votes"
"Carnival of Souls","1962","horror,mystery","7.1 base on 19,421 votes"
"House of Wax","1953","horror","7.1 base on 15,512 votes"
"The Thing from Another World","1951","horror","7.1 base on 24,525 votes"
"El hoyo","2019","horror,thriller","7 base on 127,013 votes"
"Green Room","2015","horror,music,thriller","7 base on 101,300 votes"
"The Cabin in the Woods","2011","horror","7 base on 361,458 votes"
"28 Weeks Later","2007","horror","7 base on 252,879 votes"
"Sam gang 2","2004","horror","7 base on 18,312 votes"
"Stir of Echoes","1999","horror,mystery,thriller","7 base on 72,378 votes"
"Tetsuo","1989","horror","7 base on 18,409 votes"
"Opera","1987","horror,mystery,thriller","7 base on 14,014 votes"
"The Hidden","1987","horror,thriller","7 base on 16,400 votes"
"Hellraiser","1987","horror,thriller","7 base on 98,913 votes"
"The Masque of the Red Death","1964","horror","7 base on 11,777 votes"
"Creature from the Black Lagoon","1954","horror","7 base on 25,096 votes"
"Us","II (2019)","horror,mystery,thriller","6.9 base on 200,572 votes"
"Orphan","2009","horror,mystery,thriller","6.9 base on 185,260 votes"
